2884 17
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16
gene363	110	110	69	110	69	69	69	69	69	0	69	0	0	0	69	0	0
gene364	195	69	0	69	69	0	0	69	69	0	110	110	139	69	69	69	69
gene365	139	0	110	139	69	110	161	110	161	0	139	161	179	110	69	69	110
gene366	333	240	195	195	220	208	220	230	240	195	230	248	240	208	208	195	230
gene367	110	69	0	69	69	0	0	69	69	0	0	0	0	69	0	69	0
gene368	264	240	179	230	230	230	230	264	271	161	240	240	248	161	220	195	230
gene369	283	358	309	326	326	304	326	322	314	248	294	283	300	309	333	289	271
gene370	248	330	300	294	289	314	314	314	314	230	283	271	300	294	304	277	283
gene371	139	179	161	139	69	161	139	139	139	110	139	139	161	110	139	110	139
gene372	300	322	318	314	277	300	326	294	304	289	294	289	304	277	326	330	277
gene373	195	240	208	179	179	240	220	230	240	195	230	230	230	179	240	220	179
gene374	208	256	248	220	220	248	277	220	230	230	208	208	208	220	264	240	195
gene375	289	289	309	300	340	309	337	326	314	264	294	318	294	300	314	271	322
gene376	110	69	161	161	110	69	69	69	69	69	139	161	161	69	69	0	69
gene377	110	69	161	161	139	110	110	110	110	69	179	179	179	69	69	0	110
gene378	161	179	139	208	248	248	248	277	240	110	161	179	230	179	195	179	179
gene379	318	347	289	256	271	277	283	322	314	256	289	277	271	256	294	283	309
gene380	110	69	69	69	0	0	0	0	0	0	0	0	69	0	69	69	0
gene381	350	333	322	304	343	322	318	333	322	314	300	314	283	277	289	264	309
gene382	240	248	256	256	220	208	230	220	230	283	230	240	230	220	264	195	230
gene383	195	179	139	179	208	248	264	289	289	195	277	294	340	304	309	314	289
gene384	294	361	371	364	395	401	416	395	387	429	403	399	393	422	448	452	452
gene385	304	300	371	353	371	361	389	358	356	389	378	371	364	389	404	406	364
gene386	161	139	139	179	179	161	161	139	179	69	139	161	179	139	139	139	139
gene387	179	69	69	110	69	69	110	110	139	0	69	69	110	0	110	69	69
gene388	294	230	179	195	179	179	220	300	322	264	294	322	330	277	277	230	240
gene389	248	195	110	139	139	110	110	139	69	0	69	69	110	69	110	69	110
gene390	220	248	208	230	230	248	248	230	240	195	208	208	248	195	240	220	220
gene391	240	240	230	220	195	256	264	248	277	271	277	277	300	271	294	300	264
gene392	387	414	451	395	391	399	451	399	397	494	458	428	409	462	495	475	448
gene393	455	422	469	441	488	423	461	453	436	528	490	498	442	494	509	491	518
gene394	208	110	110	161	195	179	179	179	195	161	161	179	179	161	161	110	195
gene395	161	110	69	110	110	139	110	139	139	69	110	110	139	69	110	110	110
gene396	330	330	318	309	264	248	220	248	240	195	220	240	240	248	264	240	271
gene397	240	69	69	110	69	110	69	110	69	0	69	69	110	110	110	110	110
gene398	0	69	69	69	69	69	69	69	69	0	0	0	0	0	0	0	0
gene399	220	110	69	161	161	179	179	161	195	110	161	161	195	139	179	161	179
gene400	139	69	69	139	69	69	0	69	69	0	0	69	69	0	69	0	0
gene401	139	110	69	110	110	139	110	161	139	69	110	110	139	69	69	69	110
gene402	248	256	179	195	248	256	256	277	283	304	300	289	248	271	277	240	318
gene403	417	445	449	443	450	413	462	430	414	483	464	438	423	458	500	480	443
gene404	139	179	69	110	110	179	139	161	139	110	110	110	139	110	69	110	110
gene405	256	314	364	350	337	356	389	340	337	318	343	340	353	343	369	358	318
gene406	294	220	220	256	289	271	277	271	256	208	240	264	248	240	240	230	256
gene407	208	110	139	195	208	230	220	208	220	110	161	161	208	139	179	161	161
gene408	139	69	0	69	0	69	0	69	110	0	0	0	110	0	69	69	69
gene409	330	343	283	277	264	277	326	333	333	300	304	283	294	283	333	322	300
gene410	230	240	161	139	139	179	220	271	271	230	230	195	179	179	230	195	240
gene411	264	309	294	294	264	322	330	322	326	283	289	294	289	283	333	277	300
gene412	195	179	139	179	139	195	139	179	220	161	220	179	248	220	230	230	208
gene413	230	322	340	300	264	283	300	271	248	195	230	230	256	240	220	230	208
gene414	69	69	69	110	161	110	110	110	110	69	139	139	110	69	110	0	110
gene415	309	314	340	326	337	309	304	322	304	326	283	300	283	294	283	271	300
gene416	110	110	110	139	69	69	69	110	110	0	69	69	110	69	69	0	69
gene417	139	195	161	161	139	161	161	179	139	69	69	110	139	110	110	69	69
gene418	110	139	139	139	69	110	110	110	110	0	69	69	110	69	69	0	0
gene419	300	358	358	333	314	318	333	340	330	330	309	304	318	353	347	356	326
gene420	366	395	399	353	343	358	371	343	333	340	337	337	330	340	347	361	337
gene421	139	69	69	69	69	69	69	69	110	69	110	139	139	110	139	110	110
gene422	240	161	161	220	220	220	208	208	220	179	195	195	220	208	195	208	195
gene423	110	69	0	69	110	110	110	110	110	69	69	69	110	69	69	69	69
gene424	139	195	240	230	208	208	161	179	161	161	208	220	230	179	139	139	139
gene425	139	110	69	139	110	139	69	161	161	69	69	110	139	110	110	69	110
gene426	208	277	248	230	208	264	248	248	240	195	179	179	230	220	220	230	208
gene427	161	179	195	208	208	271	264	220	208	161	195	195	208	195	208	208	195
gene428	230	179	195	208	139	179	195	161	195	110	161	195	220	161	161	139	139
gene429	195	69	179	208	195	195	179	161	161	110	195	208	208	195	195	161	161
gene430	179	110	139	161	139	139	110	161	139	110	139	139	161	139	110	110	110
gene431	110	139	69	110	69	110	69	110	110	0	69	69	110	69	69	69	69
gene432	343	340	294	283	248	256	230	283	283	277	277	248	248	271	277	264	277
gene433	110	139	110	161	208	230	195	179	139	69	69	110	139	161	161	139	69
gene434	195	220	220	230	230	271	230	208	195	161	139	161	230	230	220	220	161
gene435	322	406	416	378	343	378	413	374	366	356	350	340	337	369	395	393	340
gene436	350	314	318	318	333	326	340	337	340	326	326	340	314	309	337	304	350
gene437	69	0	0	0	0	0	0	69	69	0	0	0	69	0	0	0	0
gene438	139	110	69	110	110	139	110	161	139	69	69	110	139	110	110	69	69
gene439	403	393	361	358	391	358	369	397	389	389	413	399	361	416	430	401	416
gene440	69	256	179	110	0	69	0	69	110	0	69	110	161	110	161	161	139
gene441	69	69	0	69	69	139	139	110	110	69	110	110	110	110	139	161	139
gene442	208	139	139	179	220	179	195	195	208	161	230	240	230	208	161	179	230
gene443	110	139	0	110	139	139	110	139	139	0	69	69	110	69	69	69	69
gene444	179	110	179	161	161	139	139	139	139	110	139	161	161	139	139	69	110
gene445	69	0	0	69	69	0	69	69	69	0	69	69	69	0	0	0	0
gene446	271	356	369	322	309	337	350	333	322	333	300	283	283	294	322	330	309
gene447	271	271	256	264	271	271	248	277	271	240	264	264	264	248	248	240	264
gene448	220	343	417	383	318	304	271	248	230	330	401	385	347	318	294	248	271
gene449	318	330	289	326	366	353	333	353	337	350	366	356	322	350	343	322	347
gene450	179	208	240	230	179	230	195	195	208	179	208	208	240	195	195	179	179
gene451	277	326	300	283	256	289	304	277	283	240	264	271	283	283	300	304	277
gene452	356	358	420	391	387	364	364	333	343	350	401	393	376	374	378	361	330
gene453	283	240	343	330	304	271	256	256	271	277	318	330	322	271	256	230	248
gene454	179	139	248	248	230	208	161	179	195	179	240	256	230	179	161	139	161
gene455	376	387	378	374	413	376	385	385	369	366	366	376	369	371	374	391	358
gene456	161	139	110	139	139	139	139	161	161	69	110	139	161	110	110	110	139
gene457	248	294	343	314	208	240	208	179	220	248	300	294	300	248	230	220	220
gene458	277	69	0	69	69	69	0	0	69	0	69	110	110	0	69	0	69
gene459	326	208	110	139	161	161	161	179	220	230	240	264	240	195	195	195	220
gene460	294	208	110	161	161	161	161	161	208	179	230	248	248	195	179	195	179
gene461	248	161	161	195	161	195	110	195	220	161	195	220	230	195	161	161	195
gene462	208	195	139	179	139	179	110	179	195	139	208	208	208	179	179	139	179
gene463	139	195	161	161	139	195	179	179	179	69	110	139	179	161	161	161	139
gene464	220	343	340	277	256	304	330	277	271	300	256	248	264	271	289	277	264
gene465	110	69	69	110	110	69	110	110	110	69	69	110	161	69	69	69	69
gene466	220	139	195	220	195	195	161	195	195	179	179	179	208	161	179	161	179
gene467	304	309	69	69	69	139	110	179	179	69	69	0	69	0	69	69	69
gene468	366	387	161	161	179	208	208	248	256	161	195	161	161	139	179	195	179
gene469	195	220	208	179	161	179	139	161	179	139	161	161	161	161	110	179	139
gene470	220	264	220	195	179	230	240	240	240	179	208	208	195	195	208	208	220
gene471	283	195	208	230	240	230	220	230	240	195	230	240	248	208	208	208	220
gene472	300	256	289	309	294	300	289	300	300	318	309	314	294	283	289	248	300
gene473	248	110	110	179	220	230	230	240	230	110	139	161	161	110	161	195	220
gene474	356	395	391	389	376	364	383	374	371	347	369	358	337	371	387	337	356
gene475	337	383	422	404	376	374	411	353	343	366	408	395	383	391	432	403	364
gene476	208	110	69	110	110	110	69	110	110	69	110	139	139	69	110	110	110
gene477	240	195	220	240	283	271	256	264	256	208	240	248	256	220	230	179	240
gene478	240	179	161	220	248	230	161	179	179	139	179	195	220	195	195	179	208
gene479	414	408	441	438	429	401	436	414	404	484	444	439	413	441	472	436	443
gene480	110	161	110	139	110	139	161	161	139	0	69	110	161	110	110	69	69
gene481	230	289	220	256	256	271	271	294	289	161	220	230	256	230	230	220	208
gene482	240	161	161	195	220	208	195	195	208	139	179	208	208	179	195	161	195
gene483	326	271	333	350	369	340	343	340	333	326	333	353	343	322	356	300	366
gene484	0	0	0	69	69	69	0	0	69	0	0	0	69	0	0	0	0
gene485	413	437	445	434	439	401	437	411	404	494	457	441	404	450	477	454	429
gene486	256	294	248	283	256	289	294	277	271	195	256	264	294	277	277	271	264
gene487	161	161	161	161	110	195	161	139	179	161	161	161	179	139	139	139	139
gene488	230	161	161	139	179	179	179	179	195	139	179	179	179	179	161	139	179
gene489	426	404	420	428	449	403	426	417	403	496	453	449	397	454	466	436	454
gene490	413	406	436	425	442	399	422	416	397	461	437	433	397	429	434	428	432
gene491	434	434	448	451	466	422	444	441	420	507	465	458	422	460	470	462	469
gene492	330	330	271	271	248	248	220	271	294	294	300	294	283	309	309	304	300
gene493	371	337	371	353	383	358	374	366	369	353	366	366	347	353	385	356	378
gene494	208	161	240	256	230	220	208	195	195	139	208	230	220	179	179	161	139
gene495	69	0	69	110	0	69	0	69	69	0	69	110	139	0	0	0	0
gene496	208	208	139	179	161	161	139	179	161	69	139	161	139	110	139	139	139
gene497	300	309	277	283	294	283	283	283	289	271	304	309	277	314	300	277	309
gene498	139	230	248	208	139	195	179	161	179	139	179	179	195	139	139	139	139
gene499	240	283	309	277	256	264	240	240	248	230	277	277	264	240	220	248	248
gene500	139	110	179	139	139	110	110	69	69	139	161	161	110	69	69	69	110
gene501	110	69	0	0	69	69	0	69	69	0	0	0	0	0	0	0	0
gene502	361	304	230	264	271	294	256	277	309	314	333	337	318	322	309	304	347
gene503	139	69	0	69	110	139	139	161	161	69	139	139	161	139	139	139	139
gene504	248	240	230	248	220	277	248	248	230	208	230	220	271	283	240	256	208
gene505	110	0	0	0	69	69	110	69	110	69	139	139	139	110	69	0	110
gene506	264	161	139	161	195	208	195	195	208	179	240	264	230	195	179	179	208
gene507	381	343	264	264	283	277	248	277	283	271	300	300	294	256	256	283	300
gene508	195	304	314	230	220	230	179	161	230	248	318	277	248	230	195	195	195
gene509	110	161	161	139	110	139	139	110	110	0	110	69	110	139	139	139	69
gene510	486	463	502	480	515	452	493	465	439	559	518	513	455	517	524	498	514
gene511	436	454	445	445	469	413	439	442	419	505	474	455	413	463	483	456	481
gene512	353	374	361	356	378	358	385	353	347	343	374	353	356	395	389	381	337
gene513	110	110	139	139	139	179	179	161	161	110	110	110	161	139	139	139	69
gene514	179	69	69	139	110	161	161	161	179	69	161	161	161	139	139	139	139
gene515	309	283	304	300	309	294	318	300	304	289	304	309	294	277	304	277	300
gene516	161	69	0	69	110	110	69	110	110	0	69	69	110	69	69	69	110
gene517	220	283	256	256	220	264	248	277	271	220	240	240	256	256	240	230	248
gene518	161	220	179	179	110	179	179	195	195	69	139	110	179	161	139	139	110
gene519	161	220	208	208	139	179	220	179	208	0	139	161	220	220	195	179	139
gene520	289	369	376	347	318	353	361	333	330	304	309	314	330	347	340	350	333
gene521	110	161	161	139	69	161	139	110	139	69	110	139	139	110	110	139	110
gene522	110	69	195	139	69	69	69	69	110	110	161	161	139	110	69	69	69
gene523	366	326	369	387	347	326	340	309	326	318	340	356	340	340	347	289	326
gene524	277	283	326	343	300	289	283	264	283	230	289	304	283	283	289	240	256
gene525	220	230	179	208	271	277	264	283	256	220	230	240	256	264	220	256	240
gene526	220	271	343	300	230	240	220	195	220	283	330	304	283	271	230	208	220
gene527	277	353	356	333	300	353	337	318	326	289	309	322	330	343	333	347	333
gene528	230	309	289	271	248	289	300	264	271	208	240	230	271	264	271	283	248
gene529	248	195	230	195	179	195	208	179	208	139	179	208	208	179	161	110	179
gene530	220	69	0	0	69	0	0	0	69	69	110	69	0	0	0	0	69
gene531	318	271	230	230	208	220	195	208	230	179	230	230	240	240	240	248	240
gene532	161	179	139	179	110	161	139	179	179	69	110	139	139	110	110	110	139
gene533	208	179	161	208	208	264	179	161	314	309	333	294	300	248	220	248	289
gene534	230	208	208	179	195	264	248	195	256	304	271	271	248	248	248	264	309
gene535	436	448	448	432	466	428	448	439	433	465	445	439	419	460	442	453	455
gene536	240	230	179	230	248	230	195	220	179	69	161	161	179	161	161	161	139
gene537	195	208	161	220	195	208	161	161	161	69	110	110	139	110	69	69	110
gene538	256	309	264	277	283	300	294	294	294	220	277	283	277	289	264	240	248
gene539	453	484	498	468	489	460	490	464	448	544	504	480	457	500	518	518	516
gene540	403	438	463	436	433	422	449	417	414	471	449	441	423	471	474	475	455
gene541	248	220	289	283	248	240	195	195	208	195	248	256	240	208	195	161	195
gene542	277	277	264	309	322	337	326	314	318	271	314	330	350	356	364	374	356
gene543	110	69	0	69	69	69	0	69	69	0	69	69	69	69	0	0	110
gene544	289	318	240	248	264	300	283	294	294	256	304	289	283	294	277	283	300
gene545	179	139	110	110	69	139	110	110	139	110	139	139	161	139	139	161	161
gene546	139	139	139	139	110	179	179	161	179	110	161	161	179	195	139	161	161
gene547	69	69	69	69	0	69	69	69	69	69	69	69	110	69	69	69	69
gene548	437	442	464	453	474	423	462	437	426	482	463	461	423	470	480	469	461
gene549	161	69	69	69	69	69	0	69	69	69	69	69	69	69	69	69	69
gene550	69	69	110	139	110	161	69	69	110	0	139	139	161	110	69	0	69
gene551	248	271	208	220	208	256	230	240	240	161	195	208	220	230	230	220	230
gene552	0	0	0	0	0	69	69	0	69	0	0	0	69	0	0	0	0
gene553	294	294	361	326	283	294	322	264	283	277	304	309	309	314	314	318	294
gene554	139	110	139	110	110	110	110	110	110	161	161	161	110	139	110	110	110
gene555	110	69	69	69	0	0	0	0	0	0	0	0	0	69	69	0	0
gene556	0	110	300	220	69	139	139	110	69	220	326	304	248	230	161	110	139
gene557	395	426	432	416	448	414	443	425	416	483	455	443	413	462	474	478	450
gene558	465	481	496	462	491	442	495	456	434	506	508	457	452	515	525	506	507
gene559	220	195	195	230	208	240	230	195	220	161	208	208	230	230	220	240	195
gene560	208	271	248	220	248	283	264	248	240	208	220	240	240	248	240	264	240
gene561	378	393	401	391	411	395	422	381	381	369	401	391	387	419	423	426	389
gene562	139	69	69	110	139	110	139	139	139	69	110	110	110	69	69	69	110
gene563	230	139	139	195	208	208	195	208	208	139	179	208	208	161	179	161	195
gene564	208	139	69	110	110	139	110	161	161	110	139	139	161	139	139	139	139
gene565	69	69	69	139	139	179	139	161	161	69	110	110	179	161	139	139	110
gene566	69	110	110	110	69	69	69	69	69	0	0	0	69	0	0	69	0
gene567	322	330	309	283	271	289	277	289	277	230	277	271	283	294	271	300	283
gene568	277	283	256	240	230	240	220	208	208	139	195	179	208	220	208	240	179
gene569	69	0	69	110	69	69	110	69	110	0	69	69	110	0	69	0	69
gene570	230	139	139	161	161	161	139	139	139	110	139	161	161	139	139	110	139
gene571	179	110	110	110	110	139	110	110	110	0	69	69	69	69	69	69	69
gene572	69	0	69	69	0	69	69	69	69	0	69	69	69	0	0	0	69
gene573	110	139	179	139	69	139	110	110	139	0	110	110	139	110	110	110	139
gene574	248	294	256	248	248	283	271	248	264	230	240	240	248	230	230	256	240
gene575	139	69	69	69	69	69	69	69	69	0	0	69	0	0	0	0	69
gene576	294	220	220	271	318	330	347	350	361	304	322	318	330	322	330	318	333
gene577	516	514	537	515	542	486	518	509	484	569	539	530	492	543	548	548	544
gene578	195	195	271	256	179	220	195	195	220	195	220	220	220	179	179	139	179
gene579	69	69	110	69	0	69	69	69	69	0	110	110	110	69	0	0	69
gene580	283	277	314	340	353	340	330	318	318	289	330	343	340	381	364	358	340
gene581	248	318	304	300	277	304	304	289	277	230	264	271	294	300	264	264	277
gene582	161	110	69	69	69	69	0	0	0	0	69	0	0	0	0	0	0
gene583	248	230	195	208	161	230	230	208	220	220	256	277	309	326	322	340	333
gene584	240	264	248	240	220	271	277	248	256	161	195	208	256	248	240	256	240
gene585	256	179	139	179	179	195	179	179	179	110	139	195	208	195	195	179	179
gene586	460	458	479	464	489	441	466	456	425	512	484	468	428	472	484	477	484
gene587	110	69	69	110	69	110	139	110	139	0	69	69	139	161	161	139	110
gene588	399	369	358	358	361	381	443	428	413	475	455	436	399	437	465	449	477
gene589	337	353	366	371	381	381	383	381	374	393	397	403	385	409	409	399	438
gene590	337	385	333	333	378	366	361	366	350	309	318	330	326	364	343	361	318
gene591	330	358	318	330	358	343	333	350	343	322	330	326	330	353	337	340	304
gene592	195	264	240	248	220	240	161	208	220	110	139	161	195	179	161	139	110
gene593	304	409	449	428	422	399	389	364	337	289	277	283	294	304	304	330	300
gene594	330	353	387	364	330	350	381	337	343	337	333	347	343	350	371	350	366
gene595	256	179	230	330	356	318	304	289	314	277	326	350	337	326	322	318	347
gene596	110	69	69	110	69	0	0	0	69	0	0	69	69	0	0	0	0
gene597	452	443	457	454	463	433	458	449	434	520	488	479	442	491	498	482	494
gene598	406	350	350	356	337	364	337	330	385	422	423	393	387	366	350	391	403
gene599	240	277	256	256	220	283	271	220	271	220	240	256	271	264	256	277	264
gene600	208	161	139	139	69	110	110	69	110	69	69	69	110	110	110	110	110
gene601	277	195	161	240	240	230	208	208	208	195	220	220	230	220	220	230	230
gene602	361	399	389	391	423	403	416	409	389	347	374	383	369	399	401	391	383
gene603	409	426	422	438	443	414	426	422	413	490	456	447	414	461	474	448	468
gene604	240	220	110	161	179	195	179	208	208	110	195	195	220	230	195	195	208
gene605	240	208	161	139	161	195	161	139	139	139	139	139	139	179	161	195	195
gene606	397	366	395	391	403	374	391	381	378	393	401	409	378	395	397	378	409
gene607	264	161	139	179	179	208	179	195	208	179	220	208	230	195	179	195	220
gene608	208	208	161	195	179	195	161	208	208	69	139	161	195	195	161	161	161
gene609	314	330	277	283	240	304	289	283	304	294	314	309	294	326	300	294	330
gene610	264	264	240	248	208	264	256	264	271	208	240	240	264	240	230	256	230
